Date,Price,Open,High,Low,Vol.,Chg. %,
"2/7/22","43,865.0","42,416.0","44,500.0","41,715.0","5.52K","3.40%",
"2/6/22","42,423.0","41,454.0","42,730.0","41,171.0","2.36K","2.34%",
"2/5/22","41,454.0","41,562.7","41,928.0","40,979.8","2.60K","-0.26%",
"2/4/22","41,562.7","37,331.0","41,734.0","37,070.0","8.27K","11.34%",
"2/3/22","37,331.0","36,925.0","37,395.0","36,282.0","5.03K","1.10%",
"2/2/22","36,925.0","38,733.0","38,877.0","36,660.0","4.19K","-4.67%",
"2/1/22","38,733.0","38,495.0","39,350.0","38,039.0","4.29K","0.54%",
"1/31/22","38,526.0","37,914.4","38,772.1","36,683.0","4.77K","1.55%",
"1/30/22","37,939.0","38,179.9","38,349.0","37,398.0","2.05K","-0.68%",
"1/29/22","38,197.0","37,759.8","38,696.0","37,347.7","3.55K","1.16%",
"1/28/22","37,759.8","37,217.0","38,041.0","36,197.0","4.58K","1.46%",
"1/27/22","37,217.0","36,830.8","37,248.0","35,571.0","6.94K","1.05%",
"1/26/22","36,830.8","36,986.0","38,901.0","36,301.0","10.65K","-0.44%",
"1/25/22","36,994.0","36,702.0","37,545.0","35,759.0","8.86K","0.80%",
"1/24/22","36,702.0","36,308.0","37,460.0","32,981.0","23.10K","1.09%",
"1/23/22","36,308.0","35,103.0","36,550.0","34,687.3","8.72K","3.43%",
"1/22/22","35,103.0","36,467.0","36,816.0","34,079.0","17.58K","-3.83%",
"1/21/22","36,501.0","40,740.0","41,132.0","35,524.0","16.22K","-10.41%",
"1/20/22","40,740.0","41,676.0","43,540.6","40,572.0","5.11K","-2.25%",
"1/19/22","41,676.0","42,390.0","42,581.2","41,180.0","6.45K","-1.68%",
"1/18/22","42,390.0","42,223.0","42,682.0","41,304.0","4.34K","0.35%",
"1/17/22","42,242.0","43,084.0","43,191.0","41,568.0","2.92K","-1.95%",
"1/16/22","43,084.0","43,069.0","43,487.0","42,611.8","1.58K","0.03%",
"1/15/22","43,069.0","43,091.0","43,806.0","42,600.0","3.20K","-0.05%",
"1/14/22","43,091.0","42,562.0","43,463.0","41,839.0","4.31K","1.24%",
"1/13/22","42,562.0","43,909.0","44,426.7","42,334.0","3.74K","-3.07%",
"1/12/22","43,909.0","42,743.0","44,305.0","42,475.0","3.77K","2.73%",
"1/11/22","42,743.0","41,839.0","43,113.0","41,287.0","4.79K","2.16%",
"1/10/22","41,839.0","41,850.0","42,270.0","39,677.0","9.55K","-0.03%",
"1/9/22","41,850.0","41,679.0","42,790.0","41,275.0","3.72K","0.41%",
"1/8/22","41,679.0","41,518.0","42,319.0","40,570.0","4.15K","0.39%",
"1/7/22","41,518.0","43,111.0","43,132.0","40,755.0","7.40K","-3.70%",
"1/6/22","43,111.0","43,418.0","43,777.0","42,487.0","3.41K","-0.71%",
"1/5/22","43,418.0","45,830.0","47,056.7","42,519.0","6.93K","-5.26%",
"1/4/22","45,830.0","46,445.0","47,546.0","45,583.0","3.79K","-1.32%",
"1/3/22","46,445.0","47,314.0","47,578.0","45,701.0","2.58K","-1.84%",
"1/2/22","47,314.0","47,755.0","47,980.0","46,698.0","1.84K","-0.92%",
"1/1/22","47,755.0","46,218.0","47,954.0","46,215.0","2.18K","3.33%",
"Open : 46,218.0","Highest : 48,159.0","Lowest : 15,501.0","Chg. % : -64.16%",
