Date,Price,Open,High,Low,Vol.,Chg. %,
"4/22/21","51,781.3","53,822.0","55,067.0","51,781.3","12.69K","-3.79%",
"4/21/21","53,822.0","56,476.0","56,476.0","53,822.0","7.10K","-4.70%",
"4/20/21","56,476.0","55,639.0","56,950.0","54,398.0","8.39K","1.50%",
"4/19/21","55,639.0","56,173.0","57,359.0","54,912.8","8.57K","-0.93%",
"4/18/21","56,163.0","59,970.0","60,223.0","54,416.8","26.33K","-6.35%",
"4/17/21","59,970.0","61,325.0","62,367.7","59,970.0","7.02K","-2.21%",
"4/16/21","61,325.0","63,196.0","63,453.0","60,286.0","11.54K","-2.96%",
"4/15/21","63,196.0","62,907.0","63,475.0","62,348.0","6.61K","0.40%",
"4/14/21","62,942.7","63,518.0","64,374.0","62,065.0","10.93K","-0.91%",
"4/13/21","63,518.0","59,900.0","63,518.0","59,900.0","11.26K","6.04%",
"4/12/21","59,900.0","60,034.8","60,701.0","59,747.0","5.50K","-0.22%",
"4/11/21","60,034.8","59,823.8","60,486.0","59,411.0","4.65K","0.35%",
"4/10/21","59,823.8","58,114.0","60,984.0","58,114.0","9.79K","2.94%",
"4/9/21","58,114.0","58,110.0","58,683.0","57,849.0","3.75K","0.01%",
"4/8/21","58,110.0","55,960.0","58,110.0","55,960.0","4.48K","3.84%",
"4/7/21","55,960.0","57,991.0","58,490.0","55,960.0","8.85K","-3.50%",
"4/6/21","57,991.0","59,145.0","59,200.0","57,603.0","5.62K","-1.95%",
"4/5/21","59,145.0","58,240.0","59,145.0","57,034.0","5.59K","1.55%",
"4/4/21","58,240.0","57,023.0","58,240.0","57,023.0","4.97K","2.13%",
"4/3/21","57,023.0","58,959.0","59,499.0","57,023.0","6.63K","-3.28%",
"4/2/21","58,959.0","58,727.4","59,834.0","58,727.4","6.15K","0.39%",
"4/1/21","58,727.4","58,796.0","59,172.9","58,498.0","4.35K","-0.12%",
"3/31/21","58,796.0","58,841.0","59,453.0","57,698.0","8.12K","-0.08%",
"3/30/21","58,841.0","57,672.3","59,349.0","57,278.0","7.87K","2.03%",
"3/29/21","57,672.3","55,773.0","58,162.0","54,984.0","10.12K","3.41%",
"3/28/21","55,773.0","55,886.0","56,326.0","55,089.0","4.21K","-0.20%",
"3/27/21","55,886.0","54,992.9","56,249.0","54,373.0","5.18K","1.62%",
"3/26/21","54,992.9","51,363.0","54,992.9","51,363.0","7.71K","7.07%",
"3/25/21","51,363.0","52,347.2","52,926.0","50,874.0","11.59K","-1.88%",
"3/24/21","52,347.2","54,331.0","56,919.0","52,347.2","14.08K","-3.65%",
"3/23/21","54,331.0","54,074.0","55,646.9","53,541.2","6.57K","0.48%",
"3/22/21","54,074.0","57,368.0","58,036.0","54,074.0","8.72K","-5.74%",
"3/21/21","57,368.0","58,087.0","58,499.5","56,200.0","8.29K","-1.24%",
"3/20/21","58,087.0","58,074.0","59,421.0","58,074.0","6.78K","0.02%",
"3/19/21","58,074.0","57,640.0","58,961.0","57,030.0","6.48K","0.75%",
"3/18/21","57,640.0","58,870.0","59,799.0","57,580.0","7.24K","-2.09%",
"3/17/21","58,870.0","56,924.0","58,870.0","54,576.0","11.27K","3.42%",
"3/16/21","56,924.0","55,644.0","56,924.0","54,049.0","10.49K","2.30%",
"3/15/21","55,644.0","59,005.0","60,141.1","55,644.0","14.78K","-5.70%",
"3/14/21","59,005.0","61,207.0","61,468.0","59,005.0","6.64K","-3.60%",
"3/13/21","61,207.0","57,315.0","61,207.0","56,488.0","13.70K","6.79%",
"3/12/21","57,315.0","57,869.0","57,869.0","55,946.0","9.56K","-0.96%",
"3/11/21","57,869.0","55,939.0","57,921.0","54,834.0","8.66K","3.42%",
"3/10/21","55,955.2","54,950.0","57,033.0","53,698.7","10.68K","1.83%",
"3/9/21","54,949.4","52,395.0","54,949.4","52,395.0","8.20K","4.88%",
"3/8/21","52,395.0","51,031.2","52,395.0","49,821.0","6.15K","2.67%",
"3/7/21","51,031.2","48,895.0","51,031.2","48,895.0","5.37K","4.37%",
"3/6/21","48,895.0","48,811.0","49,043.1","47,515.4","4.21K","0.17%",
"3/5/21","48,811.0","48,368.0","49,277.0","46,662.0","9.42K","0.92%",
"3/4/21","48,368.0","50,425.0","51,556.0","48,059.0","9.56K","-4.08%",
"3/3/21","50,425.0","48,526.0","52,018.0","48,526.0","8.60K","3.91%",
"3/2/21","48,526.0","49,572.0","49,572.0","47,453.6","8.37K","-2.11%",
"3/1/21","49,572.0","45,300.0","49,572.0","45,300.0","9.42K","9.43%",
"2/28/21","45,300.0","46,217.0","46,360.5","43,380.0","13.54K","-1.98%",
"2/27/21","46,217.0","46,319.0","47,766.9","46,217.0","7.60K","-0.22%",
"2/26/21","46,319.0","47,144.0","48,250.0","45,320.0","22.33K","-1.75%",
"2/25/21","47,144.0","49,715.0","51,511.0","47,144.0","9.55K","-5.17%",
"2/24/21","49,715.0","48,888.0","51,043.0","47,179.0","12.00K","1.69%",
"2/23/21","48,888.0","54,078.0","54,078.0","45,343.5","32.59K","-9.60%",
"2/22/21","54,078.0","57,376.0","57,376.0","48,383.0","27.31K","-5.75%",
"2/21/21","57,376.0","55,838.0","58,238.0","55,639.0","6.69K","2.75%",
"2/20/21","55,838.0","55,847.0","57,352.0","55,182.0","11.63K","-0.02%",
"2/19/21","55,847.0","51,566.0","56,093.0","51,079.0","11.80K","8.30%",
"2/18/21","51,566.0","52,060.0","52,433.0","51,356.9","5.87K","-0.95%",
"2/17/21","52,060.0","49,225.0","52,284.0","49,225.0","9.21K","5.76%",
"2/16/21","49,225.0","47,941.0","49,533.5","47,643.0","13.04K","2.68%",
"2/15/21","47,941.0","48,587.0","48,694.0","46,563.0","9.88K","-1.33%",
"2/14/21","48,587.0","47,177.0","49,279.0","47,177.0","7.34K","2.99%",
"2/13/21","47,177.0","47,389.0","47,939.0","46,582.0","5.23K","-0.45%",
"2/12/21","47,389.0","47,966.0","48,540.0","47,072.0","10.79K","-1.20%",
"2/11/21","47,966.0","44,835.0","47,981.0","44,444.0","10.30K","6.98%",
"2/10/21","44,835.0","46,486.0","47,056.0","44,541.0","10.02K","-3.55%",
